Title,Instructor,Status,Progress,Priority,Tags,
Learn Angular 2 from Beginner to Advanced,"Ermin Kreponic, Aldin Omerdic",Not Started,,Low,"{'Advanced', 'Beginner', 'Angular', 'Learn'}",
2019 PHP Starter Kit - A Complete Ultimate Starter Kit,Dan Kelly,Not Started,,Low,"{'2019', 'Starter', 'Ultimate', 'Complete'}",
Graphic Design Bootcamp: Create Projects Right Away!,Derrick Mitchell,Not Started,,Low,"{'Right', 'Bootcamp', 'Projects', 'Away', 'Graphic', 'Design', 'Create'}",
Graphic Design Bootcamp: Advanced Training Using Adobe CC,"Derrick Mitchell, Jennah Mitchell",Not Started,,Low,"{'Advanced', 'Bootcamp', 'Adobe', 'Training', 'Graphic', 'Using', 'Design'}",
The Complete Ruby on Rails Developer Course,"Rob Percival, Mashrur Hossain, Codestars • over 2 million students worldwide!",Not Started,,Low,"{'Ruby', 'Course', 'Developer', 'Complete'}",
Ethical hacking with Wireshark,Amit Huddar,Not Started,,Low,"{'Ethical', 'Wireshark', 'Hacking'}",
"Create Your Very First Website, WordPress For Beginners",Ihsan Murad,Not Started,,Low,"{'First', 'Wordpress', 'Website', 'Beginners', 'Create'}",
3D Modeling and Texturing Interior Office in Autodesk Maya,Andrew Rees,Not Started,,Low,"{'Autodesk', 'Modeling', 'Maya', 'Interior', 'Office', 'Texturing'}",
Java for Beginners in 2 hours: Build a Banking Application,Abhay Redkar,Not Started,,Low,"{'Hours', 'Beginners', 'Application', 'Java', 'Build'}",
Draw a Hyper Realistic Eye & Tear with the Two Pencil Method,Joe WALDRON,Not Started,,Low,"{'Pencil', 'Tear', 'Method', 'Draw', 'Realistic', 'Hyper'}",
Introduction to Cryptography and Encryption 2019,e-Learning PRO,Not Started,,Low,"{'Cryptography', 'Introduction', '2019', 'Encryption'}",
C++ Programming - The Complete Practice Test,Prateek Chaplot,Not Started,,Low,"{'Practice', 'Programming', 'Test', 'Complete'}",
Pixel Art Master Course - Beginner to Professional/Freelance,Mislav Majdandžić,Not Started,,Low,"{'Professional', 'Beginner', 'Master', 'Course', 'Freelance', 'Pixel'}",
The JavaScript Bible - JavaScript Bootcamp,"Bogdan Stashchuk | 300K Students Worldwide | MBA, PhD",Not Started,,Low,"{'Bible', 'JavaScript', 'Bootcamp'}",
Deleted,Deleted Deleted Deleted Deleted,Not Started,,Low,{'Deleted'},
Learn bash scripting from scratch,Adriano Gattabuia,Not Started,,Low,"{'Learn', 'Bash', 'Scratch', 'Scripting'}",
CoffeeScript - Web Development using CoffeeScript,eduCode Forum,Not Started,,Medium,"{'Using', 'Web Development', 'Development'}",
Web Apps Development with CakePHP - Beginners,eduCode Forum,Not Started,,Low,"{'Cakephp', 'Beginners', 'Development', 'Apps'}",
Aurelia JS - Create Mobile Apps using Aurelia JS,eduCode Forum,Not Started,,Low,"{'Mobile', 'Aurelia', 'Using', 'Create', 'Apps'}",
ComputerCavalry: Command & Conquer ( Command Line Basics ),Korey Sheppard,Not Started,,Low,"{'Line', 'Basics', 'Conquer', 'Command', 'Computercavalry'}",
Android Studio For Absolute Beginners,"Syed Raza, Ali Bokhari, ClayDesk E-learning",Not Started,,Low,"{'Studio', 'Beginners', 'Android', 'Absolute'}",
JavaScript practice build a game Card game,Laurence Svekis,Not Started,,Low,"{'JavaScript', 'Game', 'Practice', 'Card', 'Build'}",
Let's JavaScript!  Newbie Friendly!: Part 2,Kauress .,Not Started,,Low,"{'Part', 'JavaScript'}",
jQuery Masterclass Course: JavaScript and AJAX Coding Bible,Frahaan Hussain,Not Started,,Low,"{'Coding', 'JavaScript', 'Masterclass', 'Course', 'Bible', 'Ajax', 'Jquery'}",
R Programming For Absolute Beginners,Bogdan Anastasiei,Not Started,,Low,"{'Programming', 'Beginners', 'Absolute'}",
Python Programming Bootcamp  (2019),Bordeianu Adrian,Not Started,,High,"{'Python', '2019', 'Bootcamp', 'Programming'}",
How to make a Shooting game-Make a Complete game in Unity,Adee Az,Not Started,,Low,"{'Shooting', 'Game', 'Complete', 'Unity', 'Make'}",
JavaScript Car Driving Game from scratch with source code,Laurence Svekis,Not Started,,Low,"{'Code', 'Scratch', 'JavaScript', 'Game', 'Source'}",
Testing Ruby with RSpec: The Complete Guide,Boris Paskhaver,Not Started,,Low,"{'Ruby', 'Testing', 'Guide', 'Complete'}",
"Learn Unity & Game Dev: Code, Design, and Create Like a Pro!",Dylan Cook,Not Started,,Low,"{'Code', 'Like', 'Game', 'Unity', 'Design', 'Learn', 'Create'}",
Zero to Hero in SQL: SQL for Data Analytics,Start-Tech Academy,Not Started,,Low,"{'Data', 'Zero', 'SQL', 'Hero'}",
HTML5 Ultimate Guide,Josh Werner,Not Started,,Low,"{'Html5', 'Guide', 'Ultimate'}",
Junior to Senior Developer,Andrei Neagoie,Not Started,,Low,"{'Junior', 'Senior', 'Developer'}",
CSS3 and Bootstrap for Absolute Beginners : 4 courses in 1,Creative Online School,Not Started,,Low,"{'Bootstrap', 'Courses', 'Css3', 'Absolute', 'Beginners'}",
How To Become A Certified Pharmacy Technician (CPhT),"Lorraine Lohner, MBA, BS Pharm",Not Started,,Low,"{'Pharmacy', 'Certified', 'Cpht', 'Become', 'Technician'}",
PHP For Everybody — The Perfect PHP Beginners Course (2020),Kalob Taulien,Not Started,,Low,"{'Course', 'Beginners', 'Everybody', '2020', 'Perfect'}",
Build ChatBot w/o Coding: IBM Watson,devansh varshney,Not Started,,Low,"{'Watson', 'Chatbot', 'Coding', 'Build'}",
JavaScript Word Scramble Game from scratch course,Laurence Svekis,Not Started,,Low,"{'Scratch', 'JavaScript', 'Game', 'Course', 'Word'}",
Complete Metasploit Hacking Course: Beginner to Advanced!,"Learning Promo, Nowa Production, Olero Z, Boximco Zia, Tahu Codex, Top Course",Not Started,,Low,"{'Advanced', 'Beginner', 'Complete', 'Course', 'Metasploit', 'Hacking'}",
Perfect React JS Course for Beginners,Paul Carlo Tordecilla,Not Started,,Low,"{'React', 'Perfect', 'Course', 'Beginners'}",
How to Start a Successful Freelance Career With Photoshop,Igor Risteski,Not Started,,Low,"{'Photoshop', 'Successful', 'Freelance', 'Start', 'Career'}",
Ultimate Microsoft Excel Course: Beginner to Excel Expert,Alan Murray,Not Started,,Low,"{'Beginner', 'Excel', 'Microsoft', 'Expert', 'Course', 'Ultimate'}",
JavaScript DOM for Beginners Learn how to code,Laurence Svekis,Not Started,,Low,"{'Code', 'Beginners', 'JavaScript', 'Learn'}",
"Code a Swift iOS To Do List App, UIKit, CoreData, Table View",Max Nelson,Not Started,,Low,"{'Code', 'Table', 'Uikit', 'List', 'Swift', 'Coredata', 'View'}",
Build and Upload a STICKER PACK To The App Store In One Day,Max Nelson,Not Started,,Low,"{'Sticker', 'Upload', 'Pack', 'Build', 'Store'}",
Complete SAS Programming Bootcamp 2019: Go from zero to hero,Darío Mogollón,Not Started,,Low,"{'Bootcamp', 'Complete', '2019', 'Zero', 'Hero', 'Programming'}",
C++ Programming from A-Z. Learn To Code Using C++,Joey Anthony - C++ Programming,Not Started,,Low,"{'Using', 'Programming', 'Code', 'Learn'}",
Complete Certified Ethical Hacking Course: Zero to Expert!,"Learning Promo, Nowa Production, Olero Z, Boximco Zia, Tahu Codex, Top Course",Not Started,,Low,"{'Ethical', 'Complete', 'Expert', 'Course', 'Certified', 'Hacking', 'Zero'}",
"Your Game, Your Graphics: 2D Art Design in Inkscape",Huzefa K Inkscape Professional,Not Started,,Low,"{'Design', 'Inkscape', 'Graphics', 'Game'}",
Unity Ads and Admob plugin integration in Unity 3D,Phaninder Malyala,Not Started,,Low,"{'Plugin', 'Integration', 'Admob', 'Unity'}",
Advanced Android App Development - From Padawan to Jedi,"Zenva Academy, Pablo Farias",Not Started,,Low,"{'Advanced', 'Padawan', 'Development', 'Jedi', 'Android'}",
How to Build Different Type of Web Forms With Caspio,Ned Pajic,Not Started,,Low,"{'Forms', 'Different', 'Caspio', 'Type', 'Build'}",
Learn C# Basic,Vahid Cheshmy,Not Started,,Low,"{'Learn', 'Basic'}",
JavaScript Practice Projects Create 3 Mini Apps From Scratch,Laurence Svekis,Not Started,,Low,"{'Scratch', 'JavaScript', 'Projects', 'Practice', 'Mini', 'Create', 'Apps'}",
Git and GitHub - Step by Step for Beginners,Raghav Pal,Not Started,,Low,"{'Github', 'Beginners', 'Step'}",
Complete C++ Course: Go from zero to hero,"ADN Lead, Learning Promo, Top Course",Not Started,,Low,"{'Zero', 'Course', 'Hero', 'Complete'}",
ES6 : ECMAscript 6 complete package of accelerated training,Ankit Srivastava,Not Started,,Low,"{'Accelerated', 'Complete', 'Ecmascript', 'Training', 'Package'}",
JavaScript Variables Lifecycles,"Bogdan Stashchuk | 300K Students Worldwide | MBA, PhD",Not Started,,Low,{'JavaScript'},
Learn Complete Illustrator CS6 Training Tutorials,Wilskill Technologies,Not Started,,Low,"{'Tutorials', 'Complete', 'Training', 'Learn', 'Illustrator'}",
Cocos2d-x v3 C++ - Beginning Game Development,Frahaan Hussain,Not Started,,Low,"{'Cocos2d', 'Beginning', 'Development', 'Game'}",
JavaScript Basics for Everyone Part 2,Maroš Kutschy,Not Started,,Low,"{'Part', 'Basics', 'Everyone', 'JavaScript'}",
JavaScript Basics for Everyone Part 1,Maroš Kutschy,Not Started,,Low,"{'Part', 'Basics', 'Everyone', 'JavaScript'}",
Vue.js Crash Course,Anthony Gore,Not Started,,Low,"{'Crash', 'Course'}",
Build a Responsive Portfolio Website with HTML5 and CSS3,"Korbin Tang, Hashcademy Learning Platform",Not Started,,Low,"{'Html5', 'Css3', 'Portfolio', 'Website', 'Responsive', 'Build'}",
​Course Thanos Vs Deadpool Zbrush Fight : 3D Sketch,Mauricio García Arias,Not Started,,Low,"{'Fight', 'Thanos', 'Course', 'Zbrush', 'Sketch', 'Deadpool'}",
JavaScript for Absolute Beginners,Green Chameleon Learning,Not Started,,Low,"{'Absolute', 'Beginners', 'JavaScript'}",
Python 3 For Beginners in 2020!,Luke's Programming School,Not Started,,High,"{'Python', '2020', 'Beginners'}",
CSS Flexbox in Depth,Daryl Duckmanton,Not Started,,Low,"{'Flexbox', 'Depth'}",
Beginner Object Oriented Programming In C# and .NET Core,Programming Resources,Not Started,,Low,"{'Beginner', 'Object', 'Core', 'Oriented', 'Programming'}",
Freelance Graphic Designers Masterclass,Joseph adam,Not Started,,Low,"{'Designers', 'Masterclass', 'Freelance', 'Graphic'}",
JavaScript + ES6 + ES7 + ES8 + ES9 -> The Complete Guide,Abhijeet Soni,Not Started,,Low,"{'Guide', 'JavaScript', 'Complete'}",
Adobe Photoshop Complete Mastery Course Beginner to Advanced,Steve McDonald,Not Started,,Low,"{'Advanced', 'Beginner', 'Photoshop', 'Complete', 'Adobe', 'Course', 'Mastery'}",
Complete Java Course: Go from zero to hero,"ADN Lead, Learning Promo, Top Course",Not Started,,Low,"{'Complete', 'Course', 'Zero', 'Hero', 'Java'}",
Learn Python in a Practical Way for Beginners,Learn Forward Classes,Not Started,,High,"{'Python', 'Practical', 'Beginners', 'Learn'}",
Learn How to Make A Website with WordPress - 2019!,Wordpress Guru,Not Started,,Low,"{'Wordpress', '2019', 'Website', 'Learn', 'Make'}",
HTML and CSS: Create Complete Real World Websites,Nikhil Parekh,Not Started,,Low,"{'Real', 'Complete', 'World', 'Html', 'Create', 'Websites'}",
Learn Python Programming (Basic To Advanced),Pavan Kumar,Not Started,,High,"{'Advanced', 'Basic', 'Python', 'Programming', 'Learn'}",
Make A Responsive Website From Scratch: Javascript and HTML,Eric Tam,Not Started,,Low,"{'Scratch', 'JavaScript', 'Website', 'Html', 'Responsive', 'Make'}",
MongoDB - Learn NoSQL Databases - Complete Bootcamp,Mark Nielsen,Not Started,,Low,"{'Bootcamp', 'Complete', 'Nosql', 'Databases', 'Mongodb', 'Learn'}",
Amazon FB Course: Become Amazon FBA Seller on a Low Budget,Soph Baker,Not Started,,Low,"{'Amazon', 'Course', 'Seller', 'Become', 'Budget'}",
C# From Beginner To Pro - Write  A WindowsUI Style App Form,Cindy Oakes,Not Started,,Low,"{'Beginner', 'Windowsui', 'Form', 'Style', 'Write'}",
CSS3 Ultimate Guide,Josh Werner,Not Started,,Low,"{'Css3', 'Guide', 'Ultimate'}",
Beginner C# Programming with Visual Studio,C# Programming Tutorials,Not Started,,Low,"{'Programming', 'Studio', 'Visual', 'Beginner'}",
JavaScript in Action create 3 fun JavaScript coding projects,Laurence Svekis,Not Started,,Low,"{'Coding', 'JavaScript', 'Projects', 'Action', 'Create'}",
Kotlin Masterclass Programming Course: Android Coding Bible,Frahaan Hussain,Not Started,,Low,"{'Coding', 'Masterclass', 'Course', 'Bible', 'Programming', 'Android', 'Kotlin'}",
Python 3: Building amazing Calculator and other GUI projects,"Ejike IfeanyiChukwu, Gstevewall Academy",Not Started,,High,"{'Projects', 'Python', 'Building', 'Amazing'}",
jQuery Ultimate Guide,Josh Werner,Not Started,,Low,"{'Jquery', 'Guide', 'Ultimate'}",
Build Social Media Navbars with SCSS & CSS Grid & FlexBox.,Max Nelson,Not Started,,Low,"{'Navbars', 'Flexbox', 'Scss', 'Media', 'Grid', 'Build', 'Social'}",
Master TkInter: Create 5 Real World TkInter Apps,Luke's Programming School,Not Started,,Low,"{'Real', 'Master', 'World', 'Tkinter', 'Create', 'Apps'}",
Your custom React component,Dávid Csejtei,Not Started,,Low,"{'React', 'Custom'}",
Robot Framework | Step-by-Step for Beginners,Raghav Pal,Not Started,,Low,"{'Robot', 'Framework', 'Beginners', 'Step'}",
How to start Dropshipping with Aliexpress & Shopify,Jarrod Field,Not Started,,Low,"{'Shopify', 'Start', 'Dropshipping', 'Aliexpress'}",
C# Basics for Beginners: Learn C# Fundamentals by Coding,"Educational Engineering Team, Educational Engineering, Ashraf Said AlMadhoun",Not Started,,Low,"{'Fundamentals', 'Coding', 'Basics', 'Beginners', 'Learn'}",
how to create complete video player for android,Zeeshan Mehdi,Not Started,,Low,"{'Video', 'Player', 'Complete', 'Create', 'Android'}",
How to Build a Facebook Messenger Chatbot to Generate Leads,JADA eLearning,Not Started,,Low,"{'Facebook', 'Generate', 'Leads', 'Messenger', 'Chatbot', 'Build'}",
Machine Learning using Python - A Beginner's Guide,Shashidhar Hombal,Not Started,,High,"{'Beginner', 'Learning', 'Python', 'Machine Learning', 'Using', 'Guide'}",
Design 20 Weapon SFX for Video Games in less than 2 hours,George Karagioules,Not Started,,Low,"{'Video', 'Hours', 'Weapon', 'Design', 'Games', 'Less'}",
"React with Redux, React-Router, Hooks and Auth0",Mohammad Iqbal,Not Started,,Low,{'React'},
React JS Frontend Web Development for Beginners,Ryan Dhungel,Not Started,,Medium,"{'React', 'Web Development', 'Beginners', 'Development'}",
Complete Unity 2018 - Coding Games in C#,Chris Tutorials,Not Started,,Low,"{'Coding', 'Complete', 'Unity', '2018', 'Games'}",
Create Games JavaScript make 2 Game projects from scratch,Laurence Svekis,Not Started,,Low,"{'Scratch', 'JavaScript', 'Game', 'Projects', 'Create', 'Make', 'Games'}",
Angular - a quick start guide,Vinod Kumar Kayartaya,Not Started,,Low,"{'Start', 'Guide', 'Angular', 'Quick'}",
JavaScript Alien Invaders Game Project Course,Laurence Svekis,Not Started,,Low,"{'JavaScript', 'Game', 'Project', 'Course', 'Alien'}",
Learn Responsive Web Design With AJAX for Beginners,Joe WALDRON,Not Started,,Low,"{'Beginners', 'Ajax', 'Responsive', 'Design', 'Learn'}",
"Learn ReactJS with Webpack 4, Babel 7, and Material Design",Creative Tim,Not Started,,Low,"{'Babel', 'Reactjs', 'Design', 'Learn', 'Material', 'Webpack'}",
Photoshop 2019 : Creating awesome designs and manipulations,Joseph adam,Not Started,,Low,"{'Photoshop', 'Awesome', '2019', 'Designs', 'Creating', 'Manipulations'}",
Node.js Absolute Beginners Guide - Learn Node From Scratch,John Elder,Not Started,,Low,"{'Scratch', 'Absolute', 'Beginners', 'Node', 'Node.js', 'Learn', 'Guide'}",
Learn Basic Chinese - Speak Chinese Mandarin (Level 1),Michelle Wei,Not Started,,Low,"{'Speak', 'Chinese', 'Level', 'Basic', 'Learn', 'Mandarin'}",
The Ultimate Guide to Digitally Painting Everything,Austin Batchelor,Not Started,,Low,"{'Everything', 'Ultimate', 'Painting', 'Digitally', 'Guide'}",
Beginners Android App Development Course Stepwise-Classroom,Aniruddha Kudalkar,Not Started,,Low,"{'Course', 'Stepwise', 'Beginners', 'Development', 'Classroom', 'Android'}",
Game Asset Creation With Houdini,Richard Banks,Not Started,,Low,"{'Creation', 'Asset', 'Houdini', 'Game'}",
Interactive Table of Elements: Let's Build It!,Jesse Caine,Not Started,,Low,"{'Table', 'Elements', 'Build', 'Interactive'}",
Android Daily Shopping List App Using Firebase(Project base),Yazdani Chowdhury,Not Started,,Low,"{'Project', 'Base', 'List', 'Shopping', 'Using', 'Firebase', 'Daily', 'Android'}",
Complete JQuery And JQuery UI Course For Beginner,Valeed Mehmood,Not Started,,Low,"{'Beginner', 'Jquery', 'Course', 'Complete'}",
"The complete beginner JavaScript ES5, ES6 and JQuery Course",Coding Revolution,Not Started,,Low,"{'Beginner', 'JavaScript', 'Complete', 'Course', 'Jquery'}",
Linux for Absolute Beginners!,"Joseph Delgadillo, Nick Germaine",Not Started,,Low,"{'Absolute', 'Beginners', 'Linux'}",
12 Weekend Coding projects for beginners  from scratch,Bluelime Learning Solutions,Not Started,,Low,"{'Scratch', 'Coding', 'Projects', 'Beginners', 'Weekend'}",
Restaurant Website with Online Ordering & App with WordPress,Shashank Phatkure,Not Started,,Low,"{'Restaurant', 'Wordpress', 'Website', 'Ordering', 'Online'}",
Comprehensive Introduction to Programming with C#,"Svetlin Nakov, Preslav Mihaylov",Not Started,,Low,"{'Comprehensive', 'Programming', 'Introduction'}",
Creating Graphical Interfaces for Powershell Scripts,IT Support Courses,Not Started,,Low,"{'Powershell', 'Creating', 'Scripts', 'Graphical', 'Interfaces'}",
Make Ecommerce Website Front-End Using HTML CSS Bootstrap,GreatStack by Avinash,Not Started,,Low,"{'Bootstrap', 'Front', 'Website', 'Using', 'Html', 'Ecommerce', 'Make'}",
Burp-suite: A Master of bug bounty hunter,Sac hackken,Not Started,,Low,"{'Burp', 'Hunter', 'Master', 'Bounty', 'Suite'}",
DevOps Essentials,Linux Academy,Not Started,,Low,"{'Essentials', 'DevOps'}",
Crowdfunding your Indiegogo Fundraising Campaign | Feb 2019,Abemelech Mesfin Belachew,Not Started,,Low,"{'Fundraising', 'Indiegogo', '2019', 'Campaign', 'Crowdfunding'}",
WordPress for eCommerce | How to Build an Online Store 2018,Dale McManus,Not Started,,Low,"{'Wordpress', 'Online', '2018', 'Ecommerce', 'Build', 'Store'}",
Personal Branding Simplified,joe blow,Not Started,,Low,"{'Branding', 'Personal', 'Simplified'}",
"WordPress Website 2019 HTTPS, Elementor & Futurio Free Theme",Kim Muellner,Not Started,,Low,"{'Wordpress', 'Https', '2019', 'Website', 'Futurio', 'Elementor', 'Theme', 'Free'}",
C++ Tutorial for Absolute Beginners . Become An Expert,Yogesh Patel,Not Started,,Low,"{'Absolute', 'Expert', 'Beginners', 'Tutorial', 'Become'}",
Google Cloud Platform Associate Cloud Engineer Bootcamp,Joseph Holbrook (The Cloud Tech Guy),Not Started,,Low,"{'Platform', 'Cloud', 'Google', 'Bootcamp'}",
Excel VBA Programming - The Complete Guide,Boris Paskhaver,Not Started,,Low,"{'Programming', 'Excel', 'Guide', 'Complete'}",
MyCourse,Catalin Stefan,Not Started,,Low,{'Mycourse'},
Microsoft 70-247 Configuring & Deploying Private Cloud,Thrick Technologies,Not Started,,Low,"{'Microsoft', 'Cloud', 'Private'}",
Learn PHP 7 This Way to Rise Above & Beyond Competition!,Vladimir Grankin,Not Started,,Low,"{'Learn', 'Rise', 'Beyond', 'Competition'}",
